id,text,category,satisfaction,environment,social
679423303426154496,Some of y'all hoes disgust me,Relatedness,Dissatisfied,Non-Supportive,Social Relation
652940080324042752,"My six-year-old just said, ""it doesn't matter if you are in the endzone, as long as the ball crosses the line."" #PROUD",Relatedness,Satisfied,Supportive,Family
677854232838578176,Very proud today my little nursery children and their production of The Bossy King x #proud #MerryChristmas 🎄👑,Relatedness,Satisfied,Supportive,Other
684153745551310849,I can see a long ass paragraph every now nd thn but everytime u post ?!!!! #irritating #savethtsht,Relatedness,Dissatisfied,Not Clear,Social Relation
688890437877104644,Petra in full control….Serena not far away?? #stressed,Relatedness,Dissatisfied,Non-Supportive,Leisure
681958284518006786,Maybe next year people will be a little less bitchy and a little more appreciative? Or maybe not. #hopeful 😂,Relatedness,Dissatisfied,Not Clear,Social Relation
681198730071130112,lmao some men are such 🐷🐷🐷🐷 #disgusting,Relatedness,Dissatisfied,Non-Supportive,Social Relation
680088894126342144,"Sure, 1:15 PM on Xmas Eve when hardly anyone is in the office is a GREAT time to send me an urgent project. I'll get right on that! #RAGE",Relatedness,Dissatisfied,Non-Supportive,Work
677706002683338754,I can't do multiple group chats. Esp fb group chats. Gotta opt out🙅🏽 #notificationoverload #annoyed #justcallme,Relatedness,Dissatisfied,Non-Supportive,Social Relation
677660894575403008,"""How sad it is to become an """"I love you-whore"""" #Fail #Sad #Disappointed""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
680198842126565376,My very godly aunt decided to walk in my room and saw all my pot stuff lol #disappointment,Relatedness,Dissatisfied,Non-Supportive,Family
679002514776326147,Four parcels arrived today from lovely Twitter friends!!! #excited,Relatedness,Satisfied,Supportive,Social Relation
680005464956899328,"""Not giving in to this overrated holiday hype! Will sleep instead to celebrate in peace and quiet. Feeling #angry, #lonely and #sad.""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
679778523926663168,PS4 names?.. Need an ps friend 😕 #Lonely,Relatedness,Dissatisfied,Not Clear,Social Relation
646878563296120832,I feel so #lonely !!!!,Relatedness,Dissatisfied,Not Clear,Social Relation
678747284226637824,When your mom congratulates you on not smoking when you've been smoking everyday... #guilty,Relatedness,Dissatisfied,Supportive,Family
680103015903293441,"""Gutted just found out its all a lie, I won't be getting a visit tonight from a guy wanting to empty sack 😂 #gutted #disappointed #singlelife""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
653264381896167425,Awww Madigan is in bits #Proud #GaveItHisAll 🙈💓,Relatedness,Not Clear,Supportive,Leisure
681003828179677186,"Wishing I was home this Christmas, maybe next year #homesick #holidays",Relatedness,Dissatisfied,Not Clear,Family
649582154511446016,"""I only got one mission , I would hate to be you if you got in the middle of my way #Determined""",Relatedness,Dissatisfied,Not Clear,Social Relation
680153362759692289,"""Sometimes, God waits SO LONG... To move #Suddenly! #iBelieve💫""",Relatedness,Not Clear,Not Clear,Religion
679485416853000192,"Best demonstration of #Democracy by Indian citizens, #juvenilejustice Bill passes in just 1 day due to public pressure. #Proud moment!",Relatedness,Satisfied,Supportive,Social Relation
682543074384441344,Real funny who ever said I was talking about you #guilty ass Nigga,Relatedness,Not Clear,Not Clear,Social Relation
679978359967891456,#Excited can't wait to see your reaction 😩😍🙏🏿 Sandy clause is here #ChristmasEve oooo 😁🙌🏾✨🎄,Relatedness,Satisfied,Not Clear,Family
683201974158802945,"Until you kick out the person who brought you sadness, you can't have a peaceful mind #sadness #life #peace",Relatedness,Dissatisfied,Non-Supportive,Social Relation
684043120258990081,Excellent INSET today. All staff are looking forward to welcoming back all our Canbury students tomorrow. #excitement #NewYear #newterm,Relatedness,Satisfied,Supportive,Work
647508183666167808,Any guys or girls wanna chat? Please DM me! #girl #bored #lonely,Relatedness,Dissatisfied,Not Clear,Social Relation
679373447030562816,salute to every soldier that fought in the world war 2.. this movie so real #Fury,Relatedness,Not Clear,Supportive,government /political
679559698660474880,And the good news keeps coming! Congrats to student MB for a achieving perfect score of 800/800 on the Math section in the SAT! #proud #wow,Relatedness,Satisfied,Not Clear,Social Relation
679686654492327936,Respect for elders in our generation is declining at such a rapid pace #Worried,Relatedness,Dissatisfied,Non-Supportive,Social Relation
682254497729515520,For too many times have I fallen over and over for you. #nightmare,Relatedness,Dissatisfied,Not Clear,Social Relation
682061668260577280,"Ever see photos of an ex with their new person ""&"" just hope, for their sake, that the sex is better? 😳 #Guilty #ItWasAwful",Relatedness,Not Clear,Not Clear,Social Relation
678280578580398080,My 5-y-o kid just threw his first hadouken (Street Fighter V beta). #proud,Relatedness,Satisfied,Supportive,Family
682121120531677184,"""I've taught the doctor-patient relationship for many years. We do teach comm skills, but at the end give me a student with #compassion!""",Relatedness,Not Clear,Non-Supportive,Social Relation
679443012246585344,Those who fail to observe #kwanzaa fail to observe the struggles they have gone through! Wanna talk about it? #LetsTalkStruggles #Caring,Relatedness,Neutral,Supportive,Other
679874458899886080,"me, a clingy, jealous hoe: why am i so #lonely",Relatedness,Dissatisfied,Not Clear,Social Relation
648471245546123264,Group projects are literally the worst. Why should I be held accountable for someone else not doing their work 😠😠😠 #annoyed,Relatedness,Dissatisfied,Non-Supportive,Education
679674084024803328,Doctors are trained to quickly match your symptoms to known diseases. What if you don’t have a typical disease? #pain #illness #healing,Relatedness,Not Clear,Non-Supportive,Health
679141178541867008,Talking to myself because I literally have no one else to talk to...😞😓 #lonely,Relatedness,Dissatisfied,Non-Supportive,Social Relation
646811084549169152,The most tiresome thing about blogging is finding plus1s #lonely,Relatedness,Dissatisfied,Not Clear,Other
721591822083104768,"Thank god its Sunday , after 15 hours at work yesterday I need a rest. Going for Sunday brunch with my little family 😍#family #sunday #happy",Relatedness,Satisfied,Supportive,Family
647645922353115136,"Even though I'm with my sister, I'm still feeling the absence of my parents being in town. Makes me wonder how I'll ever move out. #homesick",Relatedness,Dissatisfied,Not Clear,Family
682822792962674688,Happy new year! Still alone #2k16 #alone,Relatedness,Dissatisfied,Not Clear,Other
678869381724508161,I do my best to please people. Im very sorry if i ever disgust you.,Relatedness,Dissatisfied,Not Clear,Social Relation
651720404848001024,"Raj_Sen_Sharma Thanks Raj Sen Sharma for following us, #appreciation extended.",Relatedness,Satisfied,Supportive,Social Relation
679493182757941248,Really disgust me that there are so many kids and babies without a home,Relatedness,Dissatisfied,Non-Supportive,Social Relation
647901555182538752,drunk texting your parents at 3 30 pm💖💖💖 #homesick,Relatedness,Dissatisfied,Not Clear,Family
683169754358657024,When your own mother says that you shouldn't be a mother.. Yeah cause I'm so horrible and your so great.. #disgusting #twat #badparent,Relatedness,Dissatisfied,Non-Supportive,Family
647911377181405184,I really don't understand why everyone else has to work two positions but others can barely hold down one of the easiest positions #annoyed,Relatedness,Dissatisfied,Not Clear,Social Relation
648359463578038272,WHY ARE YOU COMPLAINING?!? IT'S YOUR FAULT 😒😒😒 #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
682502984819838976,"Last day of 2015 and here I am fighting with ppl who say im not enough,i need to be like someone else! #depressing",Relatedness,Dissatisfied,Non-Supportive,Social Relation
648635134590119936,I feel like my dad is going to kill me because he came to my school! #scared 😩💔,Relatedness,Dissatisfied,Non-Supportive,Family
679878721449279492,Why are moms crazy af ??? #crying #scared,Relatedness,Dissatisfied,Non-Supportive,Family
680433503314546688,The most racist bus ride I've ever had. #WhenInRome #Disappointed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
689734605159714816,"Wide awake, anxious about Ryan making it to work safely. #stressed #HourCommute",Relatedness,Dissatisfied,Not Clear,Family
647033781715603456,Wish I meant something to someone again #lonely,Relatedness,Dissatisfied,Not Clear,Social Relation
678826819357806592,You people that are OVERLY bashing Steve Harvey disgust me..,Relatedness,Dissatisfied,Non-Supportive,Social Relation
682232239212498944,"Every time another friend gets engaged or I get a wedding invitation in the mail, I secretly die a little inside... #bitter #salty #af",Relatedness,Dissatisfied,Not Clear,Family
679061425512255489,All I want for Christmas is you #lonely,Relatedness,Dissatisfied,Not Clear,Social Relation
679553164882788356,#glad.... I'm glad that I make this twitter account..... Excited to meet new friends.......,Relatedness,Satisfied,Not Clear,Social Relation
684834317109858305,When u run out the shower to ans the door... N its bae at the door #nervous,Relatedness,Not Clear,Not Clear,Social Relation
678044308558229504,I love my mom more than anything but we be bumping heads way to much man... #annoyed,Relatedness,Dissatisfied,Not Clear,Family
679473603499438080,To my boyfriend; you're the only one I live for. No one else #love #boyfriend #depression,Relatedness,Satisfied,Supportive,Family
679199618400317440,Bcs I know a look of disgust right away. She gave me that kind of look.,Relatedness,Dissatisfied,Non-Supportive,Social Relation
678907377664430081,i just feel like people look at me with disgust now. 😓,Relatedness,Dissatisfied,Non-Supportive,Social Relation
681964313846792194,guys I can't believe two people unfollowed me im upset :( #upset #angry,Relatedness,Dissatisfied,Non-Supportive,Social Relation
678873228496887809,I will be happy 1 day #depressed #Alone #lonely,Relatedness,Dissatisfied,Not Clear,Social Relation
678861097781223424,I miss my friends. I can't wait to see them 😩 #depressed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
684570336411660288,When you get the perfect gift for the perfect friend I so can't wait to give a close friend a very sentimental gift tomorrow 😄😄😄🎂🎁🎈🎁#excited,Relatedness,Satisfied,Not Clear,Social Relation
683663635873308672,How do I remove someone from following me? #disturbing,Relatedness,Dissatisfied,Non-Supportive,Social Relation
678869421436243968,Taking my boys to see #StarWarsTheForceAwakens tomorrow. #excited,Relatedness,Satisfied,Supportive,Family
651630179698118656,Late night #appreciation goes to the amazing people in my life that have helped me get through this last year. #myfriendsarethebest 💕,Relatedness,Satisfied,Supportive,Social Relation
678802700822183936,Asking people to pay attention to you is hard bc when they do you're like I #regret,Relatedness,Not Clear,Not Clear,Social Relation
679006490422677505,Broke bitches so crusty disgust me .,Relatedness,Dissatisfied,Not Clear,Family
690331780038180864,Miss my parents and friends at home and my dog #stressed,Relatedness,Dissatisfied,Not Clear,Family
682220988474494977,#feelingnuts #alone Why people lie ?,Relatedness,Dissatisfied,Non-Supportive,Social Relation
680398984142319616,"Merry Christmas, presents don't compare to love and good health of friends and family #happiness X",Relatedness,Satisfied,Supportive,Family
653244056101740544,Damn son all my sisters lookin tf good ☺️ #proud,Relatedness,Satisfied,Supportive,Social Relation
678368325651435520,My sister passed all her college classes #proud,Relatedness,Satisfied,Supportive,Family
679847664826105856,"""I'm a douchebag if I don't buy him a gift, I'm a douchebag because I did buy him a gift."" 😂😂😂😂 my mom taking after me ✊🏼 #proud",Relatedness,Satisfied,Supportive,Family
648941291212922880,Why do i feel like your taking all my ideas. #Annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
678552516901142528,Woken up early again this morning due to my neighbours balls smashing against the floor. #snookerlessonsrequired #rage #soundproofing,Relatedness,Dissatisfied,Not Clear,Social Relation
682717763417305088,Worst New Year's Eve every. #alone,Relatedness,Dissatisfied,Non-Supportive,Social Relation
681840677362126849,"So, I'm awake. What kind of jack assery must I deal with today? #grumpy #leavemealone #ineedcoffee",Relatedness,Dissatisfied,Not Clear,Social Relation
685506113782026244,Being told to move down the carriage when we're all like sardines in the aisles already. More stops to come #shocking,Relatedness,Not Clear,Not Clear,Social Relation
684377196723617792,Why do I feel so low and weird today? Can't wait to crawl back into bed. Just not up to talking much to anyone. Don't know why #frustrating,Relatedness,Dissatisfied,Not Clear,Social Relation
682700010870435840,Its either an #ego booster to walk around #rejecting guys all day or you hoes really do just wanna be single,Relatedness,Not Clear,Not Clear,Social Relation
678408859728375809,"""When your mom cleans your room, and you just wanna freak out cause you can't find a thing #Annoyed""",Relatedness,Dissatisfied,Non-Supportive,Family
679539383016501248,"""Y'all throw the word """"family/fam"""" around too much in discussion🙌🏽 #shame""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
682189452366643200,Happy Holidays to all my friends. #traveling back to home. #happy #excited,Relatedness,Satisfied,Not Clear,Family
680167277459845126,"Listening to the church bells calling for midnight mass, thinking to myself ""I'm getting married here"" #excited #ChristmasEve #bridetobe 😇👰",Relatedness,Satisfied,Not Clear,Family
681612949904093184,No charges for the #psycho cop who slaughtered #TamirRice. #shameful,Relatedness,Dissatisfied,Non-Supportive,government /political
679142751477366784,"""you disgust me if you wont be friends with someone because they're """"too sad""""""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
677550669532934144,So my child got assaulted by a drunk adult mail yesterday and he is still on the streets #sickened #disgusted #justicenow,Relatedness,Dissatisfied,Non-Supportive,Social Relation
682177270484578304,Papa told me not to come back home if this will be the case every time i come 😭 #disappointed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
683667729598050304,"Brother just admitted that he ""accidentally"" cheated in monopoly and charged £800 instead of £400 #outraged",Relatedness,Dissatisfied,Non-Supportive,Leisure
679011177339461633,Times like tonight make wish I had a boyfriend purely to stop creepy men from smiling at me #scared ?,Relatedness,Dissatisfied,Non-Supportive,Social Relation
650358025471954944,"Right now, I'd make the 300 mile drive to Indiana even if I only got to bro out with Alyssa for an hour. I miss her face. #homesick",Relatedness,Dissatisfied,Not Clear,Family
678795625912143872,"""This boy's voice, presence, facial features DISGUST ME.""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
679477042308616192,Now I'm beginning to understand me better I feel I'm now a stranger to myself - I've never met me like this before - I'm #scared #lonely,Relatedness,Dissatisfied,Not Clear,Other
651015742373130240,Happy #worldteachersday! Let's celebrate those teachers who remain despite the system continuing to remove creativity and ownership. #brave,Relatedness,Satisfied,Not Clear,Education
679321643177652224,Why do doctors make your appointment an hour before you're due to go in?! Swear they love making people wait! #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
652870275550343168,Catching up with my friends...... #amorous,Relatedness,Satisfied,Supportive,Social Relation
653701053855236097,My mom's surgery was a success!! 😁😁😁❤❤❤ #ecstatic #proudson,Relatedness,Satisfied,Not Clear,Family
647959970479140864,"""My only human interaction is with a 4 yr old, ""&"" a 3 month old baby 24/7 ""&"" the only other adult here is a mute😒 #isolated""",Relatedness,Not Clear,Non-Supportive,Social Relation
679732456082288640,Son's just asked me if I'll be looking after children at work Thurs. He wants me to take his Christmassy books in to make them happy. #Proud,Relatedness,Satisfied,Supportive,Family
682029202074304512,"""Shelby saw me drink some wine, she looks at me and says """"I don't even know you any more""""😂😂😂 #terrible""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
649220739950899200,"Sir, you are TOO old to have these dreads in your head and your pants sagging like this. This is the example for youth? #disappointed",Relatedness,Dissatisfied,Non-Supportive,Social Relation
678844739915939840,Hungover state where everything just pisses you off like the sound of people's voices and little snakes #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
683292081528373248,I never let my #best_friend   Do stupid thing #Alone :p,Relatedness,Satisfied,Not Clear,Social Relation
678790896788336646,Pretty sure I just got blocked by mcnabb. Lol #proud,Relatedness,Not Clear,Not Clear,Social Relation
649834057010839552,Hate how he makes me mad but yet I can't be that mad @ him like fuck 😒 #irritated,Relatedness,Dissatisfied,Non-Supportive,Social Relation
683524148476297217,TREASURE FRIENDSHIP because it is one of the most precious RELATIONSHIP you could ever have.       #Relieved. — feeling thankful,Relatedness,Satisfied,Not Clear,Social Relation
652859733737496576,When the baby and his dad both sleep exactly the same way #ILML #grateful enjoy the little things in life,Relatedness,Satisfied,Supportive,Family
677205605984165888,"If I thought it might help my mood, I'd drink a full 750ml bottle of my wine at home. #lonely #depression",Relatedness,Dissatisfied,Not Clear,Social Relation
648936561816395776,I loved you in a way I wished someone would love me. #love,Relatedness,Dissatisfied,Non-Supportive,Social Relation
649404980139528193,Well I was in bed asleep at 8pm until you fucking inconsiderate assholes decided to open your big mouths!! #annoyed #tired #pissed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
653556749996130304,SILVER! Way to go U14G! You made Manitoba PROUD! 🏆❤️⚽️ #FCNW #nationals #proud,Relatedness,Satisfied,Supportive,Social Relation
646681478705868800,I'm too tired to deal with these people! #annoyed,Relatedness,Dissatisfied,Non-Supportive,Other
647522447399501824,My brother made a life altering decision I wasn't aware of and posted it on Facebook BUT CANT TELL HIS BABY SISTER. #annoyed,Relatedness,Dissatisfied,Non-Supportive,Family
646751515277959168,Why are Orange County men such pussies?! #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
649391512678064128,"#disappointed with people on the internet. Which includes people that think they are so tough behind a screen, lack of common sense, etc.",Relatedness,Dissatisfied,Non-Supportive,Social Relation
679869483700256768,"Meeting your dad went okay. But talk about #anxiety the whole time, and I couldn't stop smiling like an idiot at you.",Relatedness,Satisfied,Supportive,Family
678905237655052289,surprising some of my friends tomorrow......😄 #excited,Relatedness,Satisfied,Supportive,Social Relation
679018242396975104,This couple on my flight... Will not stop fight beside me. #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
648570454777688064,Having a roommate has spoiled me! I'm sitting on the couch by myself and I feel so alone! #lonely 🙈😭,Relatedness,Dissatisfied,Non-Supportive,Social Relation
647199223247564800,Really?! I could've been doing something else instead of waiting for someone who was napping all along! #Annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
684056004020011008,Been stuck behind 3 different cars today who haven't a clue how to drive! #raging 😡😡😡😡,Relatedness,Dissatisfied,Non-Supportive,Social Relation
649417610916855808,You will never be the person you use to me and I need to get that through my thick skull #disappointed #ifailed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
676987714949029888,Had a lovely night with some sweet ladies. Completely ignored the #GOPDebate #Refreshed,Relatedness,Satisfied,Not Clear,Social Relation
678287605281128448,Getting excited for Christmas. I am hoping everyone will live what I picked out for them! #excited #givingisbest,Relatedness,Satisfied,Not Clear,Social Relation
647660327744765952,This is why I don't have a lot of friends because of people that are still stuck in highschool I don't know what to do anymore!!#annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
683352325210124288,Hosting a baby shower for my sister tomorrow 😁 #excited,Relatedness,Satisfied,Supportive,Family
679176630984704000,"""Dear #Habs fans, go to bed. Tomorrow is another day. #disappointed #worried""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
678739729991516160,The steelers actually disgust me.,Relatedness,Dissatisfied,Non-Supportive,Social Relation
677253743830806529,....trying to ignore all my friends who are going to the midnight showing of #StarWarsForceAwakens #jealous,Relatedness,Not Clear,Not Clear,Social Relation
648927439263961088,“You know you’re in love when you can’t fall asleep because reality is finally better than your dreams.” 😆 ― Dr. Seuss #love,Relatedness,Satisfied,Not Clear,Social Relation
684947799973167104,"Honestly surprised Lovie Smith was fired. We have a young team, a rookie QB and improved by 4 wins from the previous year. #Shocked",Relatedness,Dissatisfied,Not Clear,Leisure
648710932286283776,Very nice speaking to Stef. He is having it up in Trini. #jealous,Relatedness,Dissatisfied,Not Clear,Leisure
646356400415854592,Coworker walking around with heels..she's already a giant. Small heels for you dummy. They're squeaking too #annoyed #stopwalking,Relatedness,Dissatisfied,Non-Supportive,Social Relation
681464243321831424,... are you having a fucking laugh? on the plus side I never get to tell boys they're being a fucking dickhead. #winning #bothered,Relatedness,Dissatisfied,Non-Supportive,Social Relation
646709384404406272,My mom always making me go with her to all her appointments . #annoyed,Relatedness,Dissatisfied,Non-Supportive,Family
682437888429142019,I Seen Two Of My Favorite Ppl Today And Smoked With them #satisfied,Relatedness,Satisfied,Supportive,Social Relation
647953461921849344,"Dream drops and fear drops Raining at our door, Let's lock it up, and let it go... #Lonely",Relatedness,Dissatisfied,Not Clear,life evaluation
676936860925624320,"""Being an Army brat, I am always amazed when Americans I meet say that they know no one in the US military. #disconnected #GOPDebate""",Relatedness,Dissatisfied,Not Clear,government /political
649143577084227584,When the cricket sound is your only accompany on your lonely walk home #Homesick,Relatedness,Dissatisfied,Not Clear,Family
682947805657174017,me: 'some people would call a daisy a weed' C: 'nobody says that to a flower!' #outraged #fouryearolds,Relatedness,Dissatisfied,Non-Supportive,Social Relation
646533288652357637,"""There you go Daniel,I deleted it. Happy now? #annoyed""",Relatedness,Dissatisfied,Non-Supportive,Social Relation
679869968943456256,I miss my sisters so bad...I miss GA...I miss my parents. I think I'm #homesick 😩,Relatedness,Dissatisfied,Non-Supportive,Family
648834042490568705,Funny how it's too much when I ask but when one of your friends do it's like nothing will stop you. #Annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
649894968430063616,"Lets follow each other,I think Its Time #shocked",Relatedness,Neutral,Not Clear,Social Relation
646868548762083328,Now I gotta get up and cook cause niggas wanted to get high😒 #Irritated,Relatedness,Dissatisfied,Non-Supportive,Social Relation
679439123162267648,My grandmother's sister passed away 😢😢 make dua for her plzz #depressed #sad,Relatedness,Dissatisfied,Not Clear,Family
683406371824467968,I can't wait to have kids. They'll never feel what I felt #neglect 🙌🏾,Relatedness,Dissatisfied,Non-Supportive,Social Relation
722078262235570176,today..i work hard for make juice pineapple+carrot..so i can drink 2morrow morning..but just now my mother already drink my juice...#sad,Relatedness,Dissatisfied,Non-Supportive,Family
683281012915228672,Coutinho seems to only care about taking shots outside of the box instead of finding a player with a pass. #disappointing,Relatedness,Dissatisfied,Not Clear,Social Relation
679840615631159297,"That moment when you realize that someone you know is not only less mature than you, but that they will never catch up with you either. #sad",Relatedness,Dissatisfied,Non-Supportive,Social Relation
646669192138133505,You just had to come into my room huh? 😑 #annoyed #awake its not even 6 😒,Relatedness,Dissatisfied,Non-Supportive,Family
682301092655411200,Fact. There is only one race. Human.. we are of different ethnic groups. My loss is your loss vice versa. #hatred prevents this kind of love,Relatedness,Dissatisfied,Non-Supportive,government /political
677704053921566722,Ces is killing this powderpuff game #proud,Relatedness,Satisfied,Supportive,Social Relation
683484581178273792,"Turning up with my woes tonight . #EXCITED haven't seen them in months .( Bre, Fred ""&"" Kadene )",Relatedness,Satisfied,Supportive,Social Relation
684065000541913088,COMING TO LA FRIDAY TO SEE MY PEOPLE BEFORE THEY LEAVE #SAD,Relatedness,Dissatisfied,Non-Supportive,Social Relation
648636314477297664,"Pretty sure I would be a good girlfriend , just no one is trying to find out 💀😳💯😩 #foreveralone #lonely #single",Relatedness,Dissatisfied,Not Clear,Social Relation
684520746270461953,"Downside of living with your boyfriend... when you have a stinking cold, look a state and have submersed yourself in olbas oil. #attractive",Relatedness,Neutral,Not Clear,Health
721895943277297664,"not gone purp there's 1 nigga I really want, but shit didn't work out I guess #sad #ohwell",Relatedness,Dissatisfied,Non-Supportive,Social Relation
679475500612456449,It seriously disgust me seeing people take advantage of others all for the sake of fame. #MissColombia is a DISGRACE! Especially for latinas,Relatedness,Dissatisfied,Non-Supportive,Other
679508781521223680,Will any one be my friend ¦( #sad,Relatedness,Dissatisfied,Non-Supportive,Social Relation
677875855255666692,Owen house - Winners of the house competition this term! Well done! #proud,Relatedness,Satisfied,Not Clear,Social Relation
679638789455790080,-Not just Bisma but humanity died! #bilawal #KillerProtocol #shame,Relatedness,Dissatisfied,Non-Supportive,government /political
679155284661501952,Praying for my aunt and that her biopsy results will turn out fine. 🙏🏽 #anxious,Relatedness,Dissatisfied,Supportive,Family
647246439450607616,If you know that someone is doing something dangerous- tell someone. I don't give a damn how good of friends you are. #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
648489437794562048,when youre friends face is like youre IDOL.... #jealous,Relatedness,Satisfied,Supportive,Social Relation
682212750517514240,And I'm very sad for this family who lost her house in the festive season. I can't realise that it really happened... 😢🔥 #fire #sadness,Relatedness,Dissatisfied,Not Clear,Family
678031253623341056,"Everyone leaves to go home because they are done with finals and I'm here like, bro, I still have two on Monday! #lonely #finals",Relatedness,Dissatisfied,Not Clear,Social Relation
681737127151845376,What to do with people who have something bad to say about you when you did nothing to them? #nega she must be so #insecure,Relatedness,Dissatisfied,Non-Supportive,Social Relation
653457917891452928,We see our very own #edithcavell is trending. 100 years since her death. Such a brave woman who saved so many lives. #norfolk #proud,Relatedness,Satisfied,Supportive,Social Relation
681536975514517505,Ster has a virus. Supposed to take care of itself within a week or 2. I can deal with that. #relieved #mypoorbaby,Relatedness,Satisfied,Not Clear,Family
678431565962223616,Can't wait till xmas and to see the looks on my boys faces when they see what I got them they are going to live it!! #excited #merryxmas 🎅🎄🎁,Relatedness,Satisfied,Supportive,Family
646456599909941248,How are there this many people on campus but I still have yet to meet a friend?! Anyone? Anyone? #annoyed,Relatedness,Dissatisfied,Not Clear,Social Relation
677183576794886146,Brandon won't stop buying stupid gift for our kids that they will probably break after 1 day #annoyed,Relatedness,Dissatisfied,Not Clear,Family
652949399660818432,Well done Chris Coleman 👍 The first manager in 58 years since the great Jimmy Murphy to get us to a major tournament ⚽ #Proud,Relatedness,Satisfied,Supportive,Social Relation
683762511418634241,In hospital with father and finding it so difficult not to cry 😭 #emotional #sad #trips,Relatedness,Dissatisfied,Not Clear,Family
726709938647633920,Have let her know I'm here for her if she needs me. What else can you say when someone has lost someone they were so close to? #sad,Relatedness,Dissatisfied,Not Clear,Social Relation
678063346667552768,Oh Lord here she goes with her accusations 🙄 #annoyed,Relatedness,Dissatisfied,Non-Supportive,Social Relation
685310577326092288,I'm even sleeping on the couch so I can be as close as possible to him tonight in case he gets worse #worriedmommy #anxiety,Relatedness,Dissatisfied,Not Clear,Family
649598674251710468,perfect weather to cuddle 💕 but then again I don't have anybody to cuddle with 😩 #lonely,Relatedness,Dissatisfied,Non-Supportive,Social Relation
684532544319000576,there is such #joy in knowing that all my friends drink black #coffee.,Relatedness,Satisfied,Supportive,Social Relation
683077547446239232,My uncle really fucked me over like that ? Damn 😕😔 #disappointed,Relatedness,Dissatisfied,Non-Supportive,Family
647487046190280705,I need more friends that live close enough to me to actually hang out #ugh #lonely #sadday,Relatedness,Dissatisfied,Not Clear,Social Relation
684944564566753281,My 401k can't wait for Obama to go. #caring,Relatedness,Dissatisfied,Not Clear,government /political
647237833393049600,I literally would have expected this from any person in the world except you... #disappointed #whatelseisnew,Relatedness,Dissatisfied,Not Clear,Social Relation
682995259048112129,Best nite with my fab family #unexpected😘,Relatedness,Satisfied,Supportive,Social Relation
677305561743011840,I hate waiting for someone to reply. #anxious,Relatedness,Dissatisfied,Non-Supportive,Social Relation
677922766235021315,Looking forward to being at my home church tonight for there Christmas dinner 😊 #excited,Relatedness,Satisfied,Supportive,Leisure
648863904290897920,Will be sleeping in kuya's bed for a week. Because they don't want their eyes to be sore. 😂 #Isolated,Relatedness,Dissatisfied,Not Clear,Social Relation
649445581891305472,Ugh it is so impossible to make friends. Can't stand a lot of people and I'm too awkward #lonely,Relatedness,Dissatisfied,Non-Supportive,Social Relation
681565672988524544,#MyFault This one's good to me. He cares in his way. It's a good way.,Relatedness,Not Clear,Supportive,Social Relation
679799473791356928,heading back to calgary tmrw.. less then a day left in mexico feeling #depressed already sigh,Relatedness,Dissatisfied,Not Clear,Social Relation
648478633548480512,"Every monday they ask if i watched the game, and i say no. 😔😔😔 #annoyed",Relatedness,Dissatisfied,Non-Supportive,Social Relation
649798002203230208,"You should never say ""No, we're just friends!!"" You'd never want to give the impression you're #Afraid of #Intimacy now, would you? ;)",Relatedness,Neutral,Not Clear,Social Relation
679845265365430272,"Being #lonely is living empty ""&"" you know it-despite what your appearances suggest-JesusChristGivesRealLifeFulfillment-Ask-receive His Power",Relatedness,Neutral,Not Clear,Religion
677887973392834561,"1 - Winner is Callum Brian!! ""Hardworking"" ""Helpful"" ""Kind"" ""Always gives 100%"" are just a few of Callum's teachers comments 🎅🏽🎄👌🏼😊 #proud",Relatedness,Satisfied,Supportive,Family
679416735951228930,People disgust me with their negativity towards those with food allergies and intolerances.,Relatedness,Dissatisfied,Non-Supportive,Social Relation
652650878764220417,"""My sons never kicked a soccer ball, except in disgust #Proud""",Relatedness,Not Clear,Supportive,Family
681802829841879041,"I've been 1 month and 1 week 14.352,94 km away from my home and my family ... i want my mommy now :( #Homesick #TakeMyMomToAustralia",Relatedness,Dissatisfied,Not Clear,Family
